,Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
1578,CCL27,C-C Motif Chemokine Ligand 27,Protein Coding,37,GC09M034662,7.42,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL27
1579,PTGER4,Prostaglandin E Receptor 4,Protein Coding,46,GC05P040679,7.41,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGER4
1580,CDC42,Cell Division Cycle 42,Protein Coding,51,GC01P022057,7.41,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC42
1581,ACTG1,Actin Gamma 1,Protein Coding,50,GC17M081509,7.41,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTG1
1582,TNFRSF8,TNF Receptor Superfamily Member 8,Protein Coding,42,GC01P012063,7.4,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF8
1583,TNNI2,"Troponin I2, Fast Skeletal Type",Protein Coding,44,GC11P001839,7.4,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNNI2
1584,RMRP,RNA Component Of Mitochondrial RNA Processing Endoribonuclease,RNA Gene,25,GC09M035655,7.4,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RMRP
1585,CD55,CD55 Molecule (Cromer Blood Group),Protein Coding,47,GC01P207321,7.4,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD55
1586,HOMER3,Homer Scaffold Protein 3,Protein Coding,39,GC19M018933,7.4,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOMER3
1587,MDM2,MDM2 Proto-Oncogene,Protein Coding,52,GC12P068808,7.4,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MDM2
1588,MYC,"MYC Proto-Oncogene, BHLH Transcription Factor",Protein Coding,51,GC08P127735,7.39,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYC
1589,DRD4,Dopamine Receptor D4,Protein Coding,46,GC11P000660,7.39,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DRD4
1590,KIT,"KIT Proto-Oncogene, Receptor Tyrosine Kinase",Protein Coding,53,GC04P054657,7.38,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIT
1591,TBC1D8B,TBC1 Domain Family Member 8B,Protein Coding,33,GC0XP106802,7.38,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D8B
1592,IL11,Interleukin 11,Protein Coding,41,GC19M055364,7.38,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL11
1593,CABIN1,Calcineurin Binding Protein 1,Protein Coding,41,GC22P024011,7.38,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CABIN1
1594,LRPAP1,LDL Receptor Related Protein Associated Protein 1,Protein Coding,43,GC04M003508,7.38,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRPAP1
1595,CHKA,Choline Kinase Alpha,Protein Coding,41,GC11M068052,7.37,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHKA
1596,LEPQTL1,"Leptin, Serum Levels Of",Genetic Locus,3,GC02U903086,7.37,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LEPQTL1
1597,AHNAK,AHNAK Nucleoprotein,Protein Coding,36,GC11M063360,7.37,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AHNAK
1598,PRKAA1,Protein Kinase AMP-Activated Catalytic Subunit Alpha 1,Protein Coding,47,GC05M040759,7.36,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKAA1
1599,AP2B1,Adaptor Related Protein Complex 2 Subunit Beta 1,Protein Coding,42,GC17P035578,7.36,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP2B1
1600,KARS1,Lysyl-TRNA Synthetase 1,Protein Coding,38,GC16M075628,7.36,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KARS1
1601,PCDH12,Protocadherin 12,Protein Coding,39,GC05M141943,7.35,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCDH12
1602,CDHR3,Cadherin Related Family Member 3,Protein Coding,36,GC07P105876,7.35,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDHR3
1603,PCDHGC3,"Protocadherin Gamma Subfamily C, 3",Protein Coding,36,GC05P141475,7.35,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCDHGC3
1604,PCDHGB4,"Protocadherin Gamma Subfamily B, 4",Protein Coding,32,GC05P143060,7.35,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCDHGB4
1605,PLA2G2F,Phospholipase A2 Group IIF,Protein Coding,35,GC01P020139,7.35,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLA2G2F
1606,CTNNA1,Catenin Alpha 1,Protein Coding,47,GC05P138613,7.35,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTNNA1
1607,EBP,EBP Cholestenol Delta-Isomerase,Protein Coding,43,GC0XP048521,7.34,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EBP
1608,SLC1A2,Solute Carrier Family 1 Member 2,Protein Coding,48,GC11M035272,7.33,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC1A2
1609,CTNS,"Cystinosin, Lysosomal Cystine Transporter",Protein Coding,44,GC17P003636,7.32,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTNS
1610,TJP2,Tight Junction Protein 2,Protein Coding,45,GC09P069121,7.32,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TJP2
1611,APOC3,Apolipoprotein C3,Protein Coding,43,GC11P116829,7.32,https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOC3
1612,IL17A,Interleukin 17A,Protein Coding,42,GC06P052186,7.32,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL17A
1613,PIK3CB,"Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Beta",Protein Coding,47,GC03M138652,7.32,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3CB
1614,PLB1,Phospholipase B1,Protein Coding,36,GC02P028460,7.31,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLB1
1615,UGT1A3,UDP Glucuronosyltransferase Family 1 Member A3,Protein Coding,38,GC02P233729,7.31,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGT1A3
1616,TYR,Tyrosinase,Protein Coding,47,GC11P089177,7.31,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TYR
1617,ABL1,"ABL Proto-Oncogene 1, Non-Receptor Tyrosine Kinase",Protein Coding,52,GC09P130713,7.3,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABL1
1618,PINK1,PTEN Induced Kinase 1,Protein Coding,47,GC01P020634,7.29,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PINK1
1619,SYT10,Synaptotagmin 10,Protein Coding,34,GC12M033374,7.29,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYT10
1620,ESR2,Estrogen Receptor 2,Protein Coding,49,GC14M064084,7.29,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESR2
1621,REG1B,Regenerating Family Member 1 Beta,Protein Coding,38,GC02M079086,7.29,https://www.genecards.org/cgi-bin/carddisp.pl?gene=REG1B
1622,TNFSF4,TNF Superfamily Member 4,Protein Coding,40,GC01M173183,7.28,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFSF4
1623,CTNNA3,Catenin Alpha 3,Protein Coding,39,GC10M065912,7.28,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTNNA3
1624,MIR29B1,MicroRNA 29b-1,RNA Gene,21,GC07M130877,7.28,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR29B1
1625,PSMC6,"Proteasome 26S Subunit, ATPase 6",Protein Coding,40,GC14P052707,7.28,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMC6
1626,PIKFYVE,"Phosphoinositide Kinase, FYVE-Type Zinc Finger Containing",Protein Coding,47,GC02P208266,7.28,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIKFYVE
1627,TEK,TEK Receptor Tyrosine Kinase,Protein Coding,50,GC09P027109,7.27,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEK
1628,BEST3,Bestrophin 3,Protein Coding,35,GC12M069643,7.27,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BEST3
1629,SET,SET Nuclear Proto-Oncogene,Protein Coding,47,GC09P128684,7.27,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SET
1630,PRM1,Protamine 1,Protein Coding,31,GC16M011325,7.27,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRM1
1631,ENPEP,Glutamyl Aminopeptidase,Protein Coding,44,GC04P110365,7.26,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENPEP
1632,SP1,Sp1 Transcription Factor,Protein Coding,44,GC12P053380,7.26,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SP1
1633,TBK1,TANK Binding Kinase 1,Protein Coding,49,GC12P064451,7.26,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBK1
1634,IRS2,Insulin Receptor Substrate 2,Protein Coding,44,GC13M109752,7.26,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRS2
1635,RASA1,RAS P21 Protein Activator 1,Protein Coding,46,GC05P087267,7.26,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RASA1
1636,EFEMP2,EGF Containing Fibulin Extracellular Matrix Protein 2,Protein Coding,43,GC11M065867,7.26,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EFEMP2
1637,TRAPPC10,Trafficking Protein Particle Complex 10,Protein Coding,37,GC21P044012,7.26,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAPPC10
1638,IRS1,Insulin Receptor Substrate 1,Protein Coding,47,GC02M226731,7.25,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRS1
1639,PDE1C,Phosphodiesterase 1C,Protein Coding,45,GC07M031616,7.25,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE1C
1640,ERN1,Endoplasmic Reticulum To Nucleus Signaling 1,Protein Coding,45,GC17M064039,7.25,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERN1
1641,PPIF,Peptidylprolyl Isomerase F,Protein Coding,43,GC10P083661,7.25,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPIF
1642,SHC1,SHC Adaptor Protein 1,Protein Coding,45,GC01M154962,7.24,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHC1
1643,PCLO,Piccolo Presynaptic Cytomatrix Protein,Protein Coding,41,GC07M082754,7.24,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCLO
1644,PTPRU,Protein Tyrosine Phosphatase Receptor Type U,Protein Coding,41,GC01P029236,7.24,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPRU
1645,JUND,"JunD Proto-Oncogene, AP-1 Transcription Factor Subunit",Protein Coding,41,GC19M018279,7.24,https://www.genecards.org/cgi-bin/carddisp.pl?gene=JUND
1646,MAPK8IP1,Mitogen-Activated Protein Kinase 8 Interacting Protein 1,Protein Coding,45,GC11P045988,7.24,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK8IP1
1647,NPY2R,Neuropeptide Y Receptor Y2,Protein Coding,43,GC04P155173,7.23,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPY2R
1648,SNCB,Synuclein Beta,Protein Coding,43,GC05M176620,7.23,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNCB
1649,HLA-A,"Major Histocompatibility Complex, Class I, A",Protein Coding,46,GC06P047265,7.23,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-A
1650,GJA5,Gap Junction Protein Alpha 5,Protein Coding,45,GC01M147756,7.22,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GJA5
1651,CCL20,C-C Motif Chemokine Ligand 20,Protein Coding,43,GC02P227813,7.22,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL20
1652,TMEM63C,Transmembrane Protein 63C,Protein Coding,33,GC14P077116,7.22,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM63C
1653,GSK3B,Glycogen Synthase Kinase 3 Beta,Protein Coding,50,GC03M119821,7.22,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSK3B
1654,PSMB8,Proteasome 20S Subunit Beta 8,Protein Coding,49,GC06M032840,7.22,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMB8
1655,ECM1,Extracellular Matrix Protein 1,Protein Coding,43,GC01P150508,7.22,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ECM1
1656,DUOX1,Dual Oxidase 1,Protein Coding,41,GC15P045129,7.21,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUOX1
1657,COL4A3,Collagen Type IV Alpha 3 Chain,Protein Coding,44,GC02P227164,7.2,https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL4A3
1658,TSPO,Translocator Protein,Protein Coding,43,GC22P043151,7.19,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSPO
1659,CRB2,Crumbs Cell Polarity Complex Component 2,Protein Coding,40,GC09P123356,7.18,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRB2
1660,MT-CYB,Mitochondrially Encoded Cytochrome B,Protein Coding,31,GCMTP014749,7.18,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-CYB
1661,C4B,Complement C4B (Chido Blood Group),Protein Coding,41,GC06P032014,7.17,https://www.genecards.org/cgi-bin/carddisp.pl?gene=C4B
1662,COL10A1,Collagen Type X Alpha 1 Chain,Protein Coding,43,GC06M116118,7.17,https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL10A1
1663,NR5A1,Nuclear Receptor Subfamily 5 Group A Member 1,Protein Coding,50,GC09M124481,7.17,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR5A1
1664,MATN3,Matrilin 3,Protein Coding,43,GC02M019992,7.17,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MATN3
1665,AMY2A,Amylase Alpha 2A,Protein Coding,38,GC01P103616,7.17,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMY2A
1666,RAB5A,"RAB5A, Member RAS Oncogene Family",Protein Coding,45,GC03P019963,7.16,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB5A
1667,POMGNT2,"Protein O-Linked Mannose N-Acetylglucosaminyltransferase 2 (Beta 1,4-)",Protein Coding,36,GC03M043121,7.16,https://www.genecards.org/cgi-bin/carddisp.pl?gene=POMGNT2
1668,ADCY4,Adenylate Cyclase 4,Protein Coding,42,GC14M024318,7.15,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCY4
1669,C1QA,Complement C1q A Chain,Protein Coding,45,GC01P022636,7.15,https://www.genecards.org/cgi-bin/carddisp.pl?gene=C1QA
1670,CDHR5,Cadherin Related Family Member 5,Protein Coding,37,GC11M000680,7.15,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDHR5
1671,NR1I2,Nuclear Receptor Subfamily 1 Group I Member 2,Protein Coding,45,GC03P119780,7.15,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR1I2
1672,IGFBP1,Insulin Like Growth Factor Binding Protein 1,Protein Coding,43,GC07P046552,7.15,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFBP1
1673,OPN4,Opsin 4,Protein Coding,40,GC10P086654,7.15,https://www.genecards.org/cgi-bin/carddisp.pl?gene=OPN4
1674,CD81,CD81 Molecule,Protein Coding,47,GC11P002377,7.15,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD81
1675,CBLC,Cbl Proto-Oncogene C,Protein Coding,37,GC19P044777,7.14,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBLC
1676,ADCY7,Adenylate Cyclase 7,Protein Coding,45,GC16P050363,7.14,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCY7
1677,ITGB4,Integrin Subunit Beta 4,Protein Coding,48,GC17P075721,7.14,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB4
1678,CADM3,Cell Adhesion Molecule 3,Protein Coding,40,GC01P159141,7.14,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CADM3
1679,UBR1,Ubiquitin Protein Ligase E3 Component N-Recognin 1,Protein Coding,43,GC15M042942,7.14,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBR1
1680,C1QB,Complement C1q B Chain,Protein Coding,44,GC01P022652,7.14,https://www.genecards.org/cgi-bin/carddisp.pl?gene=C1QB
1681,EMD,Emerin,Protein Coding,45,GC0XP154379,7.13,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMD
1682,PCDH19,Protocadherin 19,Protein Coding,40,GC0XM100291,7.13,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCDH19
1683,NF1,Neurofibromin 1,Protein Coding,48,GC17P031094,7.12,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NF1
1684,PECAM1,Platelet And Endothelial Cell Adhesion Molecule 1,Protein Coding,40,GC17M064319,7.12,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PECAM1
1685,GCH1,GTP Cyclohydrolase 1,Protein Coding,47,GC14M054842,7.12,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GCH1
1686,NOG,Noggin,Protein Coding,47,GC17P056593,7.11,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOG
1687,GGT1,Gamma-Glutamyltransferase 1,Protein Coding,46,GC22P024927,7.1,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GGT1
1688,PLG,Plasminogen,Protein Coding,48,GC06P160702,7.1,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLG
1689,CD27,CD27 Molecule,Protein Coding,45,GC12P008144,7.1,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD27
1690,HDAC5,Histone Deacetylase 5,Protein Coding,47,GC17M044076,7.09,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC5
1691,GABRA1,Gamma-Aminobutyric Acid Type A Receptor Subunit Alpha1,Protein Coding,46,GC05P161847,7.09,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GABRA1
1692,PRPH2,Peripherin 2,Protein Coding,39,GC06M043145,7.09,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPH2
1693,BACE1,Beta-Secretase 1,Protein Coding,47,GC11M117285,7.09,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BACE1
1694,ESYT3,Extended Synaptotagmin 3,Protein Coding,33,GC03P138434,7.08,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESYT3
1695,LTB4R2,Leukotriene B4 Receptor 2,Protein Coding,41,GC14P025298,7.08,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LTB4R2
1696,CDKN2B,Cyclin Dependent Kinase Inhibitor 2B,Protein Coding,47,GC09M022002,7.08,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN2B
1697,ERBB3,Erb-B2 Receptor Tyrosine Kinase 3,Protein Coding,54,GC12P056094,7.07,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERBB3
1698,CCL21,C-C Motif Chemokine Ligand 21,Protein Coding,43,GC09M034709,7.07,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL21
1699,ATP11C,ATPase Phospholipid Transporting 11C,Protein Coding,36,GC0XM139726,7.07,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP11C
1700,GLUL,Glutamate-Ammonia Ligase,Protein Coding,49,GC01M182350,7.07,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLUL
1701,CD79A,CD79a Molecule,Protein Coding,46,GC19P041877,7.06,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD79A
1702,APOL1,Apolipoprotein L1,Protein Coding,42,GC22P036253,7.06,https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOL1
1703,CRYAB,Crystallin Alpha B,Protein Coding,45,GC11M111908,7.06,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRYAB
1704,PI4KB,Phosphatidylinositol 4-Kinase Beta,Protein Coding,45,GC01M151291,7.06,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PI4KB
1705,TMEM43,Transmembrane Protein 43,Protein Coding,40,GC03P014124,7.06,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM43
1706,ANXA8L1,Annexin A8 Like 1,Protein Coding,31,GC10P046375,7.06,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA8L1
1707,ADD1,Adducin 1,Protein Coding,44,GC04P002855,7.05,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADD1
1708,TGFB2,Transforming Growth Factor Beta 2,Protein Coding,50,GC01P218345,7.05,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFB2
1709,JUNB,"JunB Proto-Oncogene, AP-1 Transcription Factor Subunit",Protein Coding,41,GC19P012791,7.05,https://www.genecards.org/cgi-bin/carddisp.pl?gene=JUNB
1710,KCNK3,Potassium Two Pore Domain Channel Subfamily K Member 3,Protein Coding,49,GC02P026692,7.04,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNK3
1711,WRN,WRN RecQ Like Helicase,Protein Coding,45,GC08P031033,7.04,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WRN
1712,TET2,Tet Methylcytosine Dioxygenase 2,Protein Coding,44,GC04P105145,7.04,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TET2
1713,LIN7A,"Lin-7 Homolog A, Crumbs Cell Polarity Complex Component",Protein Coding,40,GC12M080792,7.04,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIN7A
1714,NEFM,Neurofilament Medium,Protein Coding,42,GC08P024913,7.04,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEFM
1715,SBDS,SBDS Ribosome Maturation Factor,Protein Coding,43,GC07M066987,7.04,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SBDS
1716,FZD9,Frizzled Class Receptor 9,Protein Coding,44,GC07P073433,7.03,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FZD9
1717,GPC6,Glypican 6,Protein Coding,43,GC13P093226,7.03,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPC6
1718,CXCL1,C-X-C Motif Chemokine Ligand 1,Protein Coding,43,GC04P073869,7.03,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL1
1719,HTR1B,5-Hydroxytryptamine Receptor 1B,Protein Coding,45,GC06M077478,7.03,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTR1B
1720,DUOX2,Dual Oxidase 2,Protein Coding,43,GC15M045092,7.03,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUOX2
1721,FKBP8,FKBP Prolyl Isomerase 8,Protein Coding,42,GC19M018503,7.02,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FKBP8
1722,ADAM10,ADAM Metallopeptidase Domain 10,Protein Coding,52,GC15M058588,7.02,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM10
1723,DLK1,Delta Like Non-Canonical Notch Ligand 1,Protein Coding,44,GC14P104663,7.02,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLK1
1724,REM1,RRAD And GEM Like GTPase 1,Protein Coding,34,GC20P031475,7.02,https://www.genecards.org/cgi-bin/carddisp.pl?gene=REM1
1725,JPH1,Junctophilin 1,Protein Coding,39,GC08M074234,7.01,https://www.genecards.org/cgi-bin/carddisp.pl?gene=JPH1
1726,CLTC,Clathrin Heavy Chain,Protein Coding,46,GC17P059619,7.01,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLTC
1727,CD80,CD80 Molecule,Protein Coding,41,GC03M119524,7.01,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD80
1728,CDHR1,Cadherin Related Family Member 1,Protein Coding,39,GC10P084194,7.01,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDHR1
1729,C2CD4D,C2 Calcium Dependent Domain Containing 4D,Protein Coding,22,GC01M151837,7.01,https://www.genecards.org/cgi-bin/carddisp.pl?gene=C2CD4D
1730,PITPNM1,Phosphatidylinositol Transfer Protein Membrane Associated 1,Protein Coding,38,GC11M067502,7.01,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PITPNM1
1731,FFAR1,Free Fatty Acid Receptor 1,Protein Coding,40,GC19P038327,7.0,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FFAR1
1732,ICOS,Inducible T Cell Costimulator,Protein Coding,43,GC02P203937,7.0,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ICOS
1733,KCNA4,Potassium Voltage-Gated Channel Subfamily A Member 4,Protein Coding,43,GC11M030009,7.0,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNA4
1734,BCL2L1,BCL2 Like 1,Protein Coding,47,GC20M031664,7.0,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL2L1
1735,FGF7,Fibroblast Growth Factor 7,Protein Coding,41,GC15P049423,6.99,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF7
1736,STAT4,Signal Transducer And Activator Of Transcription 4,Protein Coding,45,GC02M191029,6.99,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT4
1737,MEF2C,Myocyte Enhancer Factor 2C,Protein Coding,48,GC05M088718,6.98,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEF2C
1738,CBL,Cbl Proto-Oncogene,Protein Coding,50,GC11P119206,6.98,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBL
1739,MASP1,Mannan Binding Lectin Serine Peptidase 1,Protein Coding,46,GC03M187216,6.97,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MASP1
1740,CLGN,Calmegin,Protein Coding,37,GC04M140388,6.97,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLGN
1741,WNK4,WNK Lysine Deficient Protein Kinase 4,Protein Coding,44,GC17P043993,6.97,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNK4
1742,UGT1A4,UDP Glucuronosyltransferase Family 1 Member A4,Protein Coding,41,GC02P233718,6.97,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGT1A4
1743,AFP,Alpha Fetoprotein,Protein Coding,45,GC04P073431,6.97,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFP
1744,TMEM165,Transmembrane Protein 165,Protein Coding,39,GC04P055395,6.96,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM165
1745,MYL6B,Myosin Light Chain 6B,Protein Coding,39,GC12P056201,6.95,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYL6B
1746,SCN7A,Sodium Voltage-Gated Channel Alpha Subunit 7,Protein Coding,40,GC02M166403,6.95,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCN7A
1747,LTA,Lymphotoxin Alpha,Protein Coding,42,GC06P047303,6.94,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LTA
1748,CHP2,Calcineurin Like EF-Hand Protein 2,Protein Coding,33,GC16P023890,6.94,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHP2
1749,SLC25A11,Solute Carrier Family 25 Member 11,Protein Coding,43,GC17M004937,6.93,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A11
1750,RAC1,Rac Family Small GTPase 1,Protein Coding,49,GC07P006380,6.93,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAC1
1751,EIF2S1,Eukaryotic Translation Initiation Factor 2 Subunit Alpha,Protein Coding,44,GC14P067359,6.93,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF2S1
1752,NEDD4,NEDD4 E3 Ubiquitin Protein Ligase,Protein Coding,45,GC15M055826,6.93,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEDD4
1753,CDK2,Cyclin Dependent Kinase 2,Protein Coding,52,GC12P055966,6.92,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK2
